ID	name	bufftype	repeat	count	IsWeapon	triggerType	checkType	checkId	NoFinalPer	multiple	timeIdx	nameFlag	res	locator	icon	death	desc	toIntType	save
3003	STAT_CRIT_CHANCE	crit_per	0	999		0	0	0		0	0	0			crit_chance	0		3	0
3004	STAT_CRIT_DAMAGE	crit_add	0	999		0	0	0		0	0	0				0		3	0
3005	STAT_MAX_HP	max_hp_add	0	999		0	0	0		0	0	0			max_hp	0		3	0
3006	STAT_HP_REGENERATION	recovery_hp_1	0	999		0	0	0		0	0	0			hp_regeneration	0		3	0
3007	STAT_LIFESTEAL	life_steal	0	999		0	0	0		0	0	0			lifesteal	0		3	0
3008	STAT_DODGE	dodge	0	999		0	0	0		0	0	0			dodge	0		3	0
3009	STAT_MELEE_DAMAGE	melee_damage	0	999		0	0	0		0	0	0			melee_damage	0		3	0
3010	STAT_ELEMENTAL_DAMAGE	elemental_damage	0	999		0	0	0		0	0	0			elemental_damage	0		3	0
3011	STAT_RANGED_DAMAGE	ranged_damage	0	999		0	0	0		0	0	0			ranged_damage	0		3	0
3012	STAT_LUCK	luck_add	0	999		0	0	0		0	0	0			luck	0		3	0
3013	STAT_ENGINEERING	engineering	0	999		0	0	0		0	0	0			engineering	0		3	0
3014	STAT_HARVESTING	harvesting	0	999		0	0	0		0	0	0			harvesting	0		3	0
3015	STAT_SPEED	speed_per	0	999		0	0	0		0	0	0			speed	0		3	0
3016	STAT_RANGE	range	0	999		0	0	0		0	0	0			range	0		3	0
3017	EFFECT_STAT_WHILE_NOT_MOVING	stand_add_attr	0	99999		0	0	0		0	0	0				0		0	0
3018	EFFECT_STAT_WHILE_MOVING	move_add_attr	0	9999		0	0	0		0	0	0				0		0	0
3019	EFFECT_GAIN_STAT_FOR_EVERY_PERM_STAT	attr_transform	0	9999		0	0	0		0	0	0				0		3	0
3020	EFFECT_PIERCE_ON_CRIT	pierce_on_crit	0	9999	1	7	0	0		0	0	2				0		0	0
3021	EFFECT_INCREASE_STAT_GAINS	stat_gains	0	9999		0	0	0		0	0	0				0		3	0
3022	EFFECT_STACK_STAT	stat_percent_damage	0	9999		0	0	0		0	0	0				0		0	0
3023	EFFECT_BURNING_SPREAD_PLURAL	burning_spread	0	9999		0	0	0		0	0	2				0		0	0
3024	EFFECT_TURRET	buff_calc_damage	0	9999		6	0	0	1	0	0	0				0		2	0
3025	EFFECT_TURRET_FLAME	burn	0	9999		6	0	0	1	0	0	0	TorchBurningParticlesBlue			0		0	0
3026	EFFECT_TURRET_HEALING	buff_add_hp	0	9999		6	0	0	1	0	0	0				0		3	0
3027	EFFECT_TURRET_LASER	buff_calc_damage	0	9999		6	0	0	1	0	0	0				0		2	0
3028	EFFECT_TURRET_ROCKET	calc_damage_explosion	0	9999		6	0	0	1	0	0	0				0		2	0
3029	EFFECT_HARVESTING_GROWTH	harvesting_growth	0	9999		0	0	0		0	0	2				0		0	0
3030	EFFECT_DOUBLE_HP_REGEN_BELOW_HALF_HEALTH	recovery_hp_value	0	9999		0	4	0		0	0	1				0		0	0
3031	EFFECT_DEAL_DMG_WHEN_PICKUP_GOLD	buff_skill_odds_dmg	0	999		10	0	0		0	0	0				0		3	0
3032	EFFECT_EXPLODE_CUSTOM	skill_event_odds	0	0	1	0	0	0		0	0	4				0		0	0
3033	ENEMY_SPEED	enemy_speed	0	99999		0	0	0		0	0	17				0		0	0
3034	EXPLOSION_SIZE	explosion_size	0	999		0	0	0		0	0	0				0		0	0
3035	EFFECT_GOLD_ON_CRIT_KILL	gold_on_crit_kill_item	0	99999		8	0	0		0	0	4				0		0	0
3036	EFFECT_EXPLODE_ON_DEATH	buff_skill_odds_explosion	0	999		8	0	0		0	0	0				0		2	0
3037	EFFECT_HARVESTING_GROWTH	harvesting_growth	0	999		0	0	0		0	0	4				0		0	0
3038	EFFECT_INSTANT_GOLD_ATTRACTING	instant_gold_attracting	0	99999		0	0	0		0	0	6				0		0	0
3040	EFFECT_EXPLODE_ON_DEATH	buff_skill_odds_explosion	0	999		8	0	0		0	0	0				0		2	0
3041	EFFECT_TURRET	buff_calc_damage	1	0		6	0	0	1	0	0	0				0		2	0
3042	EFFECT_TURRET	buff_calc_damage	1	0		6	0	0	1	0	0	0				0		2	0
3043	EFFECT_TURRET_FLAME	burn	3	0		6	0	0	1	0	0	0	TorchBurningParticlesBlue			0		0	0
3044	EFFECT_TURRET_FLAME	burn	3	0		6	0	0	1	0	0	0	TorchBurningParticlesBlue			0		0	0
3045	EFFECT_TURRET_HEALING	buff_add_hp	1	0		6	0	0	1	0	0	0				0		3	0
3046	EFFECT_TURRET_HEALING	buff_add_hp	1	0		6	0	0	1	0	0	0				0		3	0
3047	EFFECT_TURRET_LASER	buff_calc_damage	1	0		6	0	0	1	0	0	0				0		2	0
3048	EFFECT_TURRET_LASER	buff_calc_damage	1	0		6	0	0	1	0	0	0				0		2	0
3049	EFFECT_TURRET_ROCKET	calc_damage_explosion	1	0		6	0	0	1	0	0	0				0		2	0
3050	EFFECT_TURRET_ROCKET	calc_damage_explosion	1	0		6	0	0	1	0	0	0				0		2	0
3051	EFFECT_GAIN_STAT_FOR_EVERY_PERM_STAT	attr_transform	0	9999		0	0	0		0	0	0				0		3	0
4000	STAT_ARMOR	armor_add	0	3		0	0	0		0	0	0			armor	0		3	0
4001	STAT_PERCENT_DAMAGE	percent_damage	0	3		0	0	0		0	0	0			percent_damage	0		3	0
40011	STAT_PERCENT_DAMAGE	percent_damage	0	1		0	0	0		0	0	0			percent_damage	0		3	0
40012	STAT_PERCENT_DAMAGE	percent_damage	0	1		0	0	0		0	0	0			percent_damage	1		3	0
4002	STAT_ATTACK_SPEED	atk_speed_per	0	3		0	0	0		0	0	0			attack_speed1	0		3	0
4003	STAT_CRIT_CHANCE	crit_per	0	3		0	0	0		0	0	0			crit_chance	0		3	0
4004	STAT_CRIT_DAMAGE	crit_add	0	3		0	0	0		0	0	0				0		3	0
4005	STAT_MAX_HP	max_hp_add	0	3		0	0	0		0	0	0			max_hp	0		3	0
40051	STAT_MAX_HP	max_hp_add	0	1		0	0	0		0	0	0			max_hp	1		3	0
4006	STAT_HP_REGENERATION	recovery_hp_1	0	3		0	0	0		0	0	0			hp_regeneration	0		3	0
40061	STAT_HP_REGENERATION	recovery_hp_1	0	1		0	0	0		0	0	0			hp_regeneration	1		3	0
4007	STAT_LIFESTEAL	life_steal	0	3		0	0	0		0	0	0			lifesteal	0		3	0
4008	STAT_DODGE	dodge	0	3		0	0	0		0	0	0			dodge	0		3	0
4009	STAT_MELEE_DAMAGE	melee_damage	0	3		0	0	0		0	0	0			melee_damage	0		3	0
4010	STAT_ELEMENTAL_DAMAGE	elemental_damage	0	3		0	0	0		0	0	0			elemental_damage	0		3	0
4011	STAT_RANGED_DAMAGE	ranged_damage	0	3		0	0	0		0	0	0			ranged_damage	0		3	0
4012	STAT_LUCK	luck_add	0	3		0	0	0		0	0	0			luck	0		3	0
4013	STAT_ENGINEERING	engineering	0	3		0	0	0		0	0	0			engineering	0		3	0
4014	STAT_HARVESTING	harvesting	0	3		0	0	0		0	0	0			harvesting	0		3	0
4015	STAT_SPEED	speed_per	0	3		0	0	0		0	0	0			speed	0		3	0
4016	STAT_RANGE	range	0	3		0	0	0		0	0	0			range	0		3	0
4020	EFFECT_FREE_SHOP_REROLL	free_rerolls	2	1		0	0	0		0	0	3				1		0	0
30067201	STAT_MAX_HP	max_hp_add	3	999		0	0	0		0	0	0			max_hp	0		3	1
30067205	STAT_HP_REGENERATION	recovery_hp_1	3	999		0	0	0		0	0	0			hp_regeneration	0		3	1
30067206	STAT_LIFESTEAL	life_steal	3	999		0	0	0		0	0	0			lifesteal	0		3	1
10010219	STAT_HARVESTING	harvesting	3	999		0	0	0		0	0	0			harvesting	0		3	1
5001	STAT_MAX_HP	max_hp_add	0	999		0	0	0		0	0	0			max_hp	1		3	0
5002	STAT_HP_REGENERATION	recovery_hp_1	0	999		0	0	0		0	0	0			hp_regeneration	1		3	0
5003	STAT_MELEE_DAMAGE	melee_damage	0	999		0	0	0		0	0	0			melee_damage	1		3	0
5004	STAT_ELEMENTAL_DAMAGE	elemental_damage	0	999		0	0	0		0	0	0			elemental_damage	1		3	0
5005	STAT_RANGED_DAMAGE	ranged_damage	0	999		0	0	0		0	0	0			ranged_damage	1		3	0
5006	STAT_ENGINEERING	engineering	0	999		0	0	0		0	0	0			engineering	1		3	0
