ID	keys	en	fr	zh	ja	ko	zh_TW	ru	pl	es	pt	de	tr	it	th	vn
238	WEAPON_LIGHTNING_SHIV	Lightning Shiv	Couteau de Foudre	雷光刀	稲妻シヴ	번개 칼	雷光刀	Электрозаточка	Kosa Błyskawic	Pincho galvánico	Faca Elétrica	Blitzklinge	Şimşek Bıçağı	Elettrocoltello	กริซไฟฟ้า	con dao sấm sét
239	WEAPON_DAGGER	Thief Dagger	Dague de Voleur	盗贼匕首	シーフダガー	도둑 단검	盜賊短刀	Кинжал вора	Sztylet Złodzieja	Daga de ladrón	Adaga de Ladrão	Diebesdolch	Haydut Hançeri	Pugnale da ladro	มีดขโมย	dao găm trộm
240	WEAPON_GHOST_FLINT	Ghost Flint	Silex Fantôme	幽魂燧石	幽霊火打ち石	유령 부싯돌	幽靈燧石	Призрачный кремень	Upiorny Krzemień	Punta fantasmal	Pederneira Fantasmal	Geisterflint	Hayalet Taşı	Selce spettrale	ก้อนหินผี	đá lửa ma
241	WEAPON_GHOST_AXE	Ghost Axe	Hache Fantôme	幽魂斧	幽霊斧	유령 도끼	幽靈斧	Призрачный топор	Upiorny Topór	Hacha fantasmal	Machado Fantasmal	Geisteraxt	Hayalet Baltası	Ascia spettrale	ขวานผี	rìu ma
242	WEAPON_GHOST_SCEPTER	Ghost Scepter	Sceptre Fantôme	幽魂节杖	幽霊笏	유령 왕홀	幽靈權杖	Призрачный скипетр	Upiorne Berło	Cetro fantasmal	Cetro Fantasmal	Geisterzepter	Hayalet Asası	Scettro spettrale	คทาผี	ma trượng
243	WEAPON_SLINGSHOT	Slingshot	Lance-pierres	弹弓	ぱちんこ	새총	彈弓	Рогатка	Proca	Tirachinas	Estilingue	Schleuder	Sapan	Fionda	หนังสติ๊ก	súng cao su
244	WEAPON_MEDICAL_GUN	Medical Gun	Pistolet Médical	医疗枪	医療銃	의료 총	醫療槍	Мед-пушка	Medyczna Pukawka	Pistola médica	Pistola Medicinal	Medizinpistole	Şifalı Silah	Pistola medica	ปืนแพทย์	súng y tế
245	WEAPON_SHREDDER	Shredder	Déchiqueteuse	粉碎者	シュレッダー	슈레더	粉碎者	Шредер	Siekacz	Trituradora	Triturador	Schredder	Öğütücü	Trituratore	ปืนยิงระเบิดเล็ก	Máy xé
246	WEAPON_WRENCH	Wrench	Clé Plate	扳手	スパナ	렌치	板手	Гаечный ключ	Klucz	Llave inglesa	Chave Inglesa	Schraubenschlüssel	İngiliz Anahtarı	Chiave inglese	ประแจ	cờ lê
247	WEAPON_SCREWDRIVER	Screwdriver	Tournevis	螺丝刀	ドライバー	스크루드라이버	螺絲起子	Отвертка	Śrubokręt	Destornillador	Chave de Fenda	Schraubenzieher	Tornavida	Cacciavite	สว่าน	Cái vặn vít
248	WEAPON_SWORD	Sword	Épée	剑	刀	검	劍	Меч	Miecz	Espada	Espada	Schwert	Kılıç	Spada	ดาบ	Thanh kiếm
249	WEAPON_SHURIKEN	Shuriken	Shuriken	手里剑	手裏剣	표창	手裡劍	Сюрикэн	Shuriken	Shuriken	Shuriken	Shuriken	Shuriken	Shuriken	ดาวกระจาย	phi tiêu
250	WEAPON_LASER_GUN	Laser Gun	Pistolet Laser	激光枪	レーザー銃	레이저 건	雷射槍	Лазерная пушка	Broń Laserowa	Pistola láser	Arma Laser	Laserwaffe	Lazer Silahı	Pistola laser	ปืนเลเซอร์	súng laze
251	WEAPON_SCISSORS	Scissors	Ciseaux	剪刀	はさみ	가위	剪刀	Ножницы	Nożyczki	Tijeras	Tesoura	Schere	Makas	Forbici	กรรไกร	kéo cắt
252	WEAPON_HATCHET	Hatchet	Hachette	短斧	手斧	손도끼	短柄斧	Топорик	Siekiera	Hacha	Machadinha	Beil	El Baltası	Accetta	ขวาน	rìu
253	WEAPON_POWER_FIST	Power Fist	Poing de Puissance	强拳	パワーフィスト	파워 주먹	強力拳套	Силовой кастет	Pięść Mocy	Puño recio	Manopla Poderosa	Powerfaust	Güç Yumruğu	Pugno potenziato	กำปั่นทรงพลัง	Đấm mạnh
254	WEAPON_PLASMA_SLEDGEHAMMER	Plasma Sledgehammer	Marteau à Plasma	等离子大锤	プラズマスレッジハンマー	플라즈마 슬레지 해머	等離子大錘	Плазменная кувалда	Plazmowy Młot Bojowy	Mazo de plasma	Marreta de Plasma	Plasmahammer	Plazma Balyozu	Martello al plasma	ค้อนยักษ์พลังพลาสม่า	búa tạ plasma
255	WEAPON_SPIKY_SHIELD	Spiky Shield	Bouclier Hérissé	尖刺盾	とげとげシールド	뾰족한 방패	尖刺盾	Шипастый щит	Kolczasta tarcza	Escudo puntiagudo	Escudo de Espinhos	Stachelschild	Dikenli Kalkan	Scudo dentato	โล่หนามแหลม	Khiên gai
256	WEAPON_CHOPPER	Chopper	Hachoir	砍刀	チョッパー	초퍼	屠夫刀	Тесак	Rąbacz	Cuchillo carnicero	Cutelo	Hackbeil	Satır	Mannaia	ปังตอ	Dao bầu
257	WEAPON_NUCLEAR_LAUNCHER	Nuclear Launcher	Lanceur Nucléaire	核弹发射器	核ランチャー	방사능 런처	核彈發射器	Ядерная установка	Wyrzutnia Nuklearna	Lanzamisiles	Lançador Nuclear	Atomraketenwerfer	Nükleer Roketatar	Fucile atomico	ปืนยิงระเบิดนิวเคลียร์	bệ phóng hạt nhân
258	WEAPON_OBLITERATOR	Obliterator	Oblitérateur	毁灭者	オブリトレーター	말살자	毀滅者	Уничтожитель	Destruktor	Desintegrador	Obliterador	Vernichter	Yok Edici	Distruttore	ปืนใหญ่จอมทำลายล้าง	Huỷ diệt
259	WEAPON_POTATO_THROWER	Potato Thrower	Lance Patate	土豆发射器	ポテトスロワー	감자 투척기	馬鈴薯投擲器	Картофелемет	Wyrzutnia Kartofli	Lanzapatatas	Lançador de Batata	Kartoffelwerfer	Patates Fırlatıcı	Lanciapatate	เครื่องยิงมันฝรั่ง	người ném khoai tây
260	WEAPON_THUNDER_SWORD	Thunder Sword	Épée de Foudre	雷剑	サンダーソード	천둥 검	閃電劍	Громовой меч	Gromomiecz	Espada eléctrica	Espada de Trovão	Donnerschwert	Yıldırım Kılıcı	Spada del tuono	ดาบอัสนี	Thanh kiếm sấm sét
261	UNIQUE_WEAPON	different weapon	arme différente	异种武器	特殊武器	색다른 무기	異種武器	отличающееся оружие	inna broń	arma distinta	arma diferente	Andere Waffe	farklı silah	arma diversa	อาวุธที่ไม่ซ้ำกัน	vũ khí khác nhau
262	DUPLICATE_WEAPON	duplicate weapon	arme dupliquée	复制武器	複製武器	복제 무기	複製武器	оружие-дубликат	duplikat	arma doble	arma duplicada	Waffenduplikat	aynı silah	doppione	อาวุธที่ซ้ำกัน	vũ khí trùng lặp
263	UPGRADE	Upgrade	Amélioration	升级	アップグレード	업그레이드	升級	Улучшение	Ulepszenie	Mejorar	Melhoria	Verbesserung	Yükselt	Miglioramento	อัพเกรด	Nâng cấp
264	UPGRADE_MAX_HP	Heart	Cœur	心脏	心臓	심장	心臟	Сердце	Serce	Corazón	Coração	Herz	Kalp	Cuore	หัวใจ	Trái tim
265	UPGRADE_DAMAGE	Biceps	Biceps	二头肌	二頭筋	이두근	二頭肌	Бицепсы	Biceps	Bíceps	Bíceps	Bizeps	Biseps	Bicipiti	กล้ามเนื้อแขน	bắp tay
266	UPGRADE_CRIT_CHANCE	Fingers	Doigts	手指	指	손가락	手指	Пальцы	Palce	Dedos	Dedos	Finger	Parmak	Dita	นิ้ว	ngón tay
267	UPGRADE_LUCK	Nose	Nez	鼻子	鼻	코	鼻子	Нос	Nos	Nariz	Nariz	Nase	Burun	Naso	จมูก	Mũi
268	UPGRADE_ELEMENTAL_DAMAGE	Brain	Cerveau	脑	脳	뇌	腦	Мозг	Mózg	Cerebro	Cérebro	Gehirn	Beyin	Cervello	สมอง	Não
269	UPGRADE_ARMOR	Chest	Pectoraux	胸	胸	가슴	胸	Грудь	Klatka piersiowa	Pecho	Peitoral	Brust	Göğüs	Petto	หน้าอก	Ngực
270	UPGRADE_HP_REGENERATION	Lungs	Poumons	肺	肺	폐	肺	Легкие	Płuca	Pulmones	Pulmões	Lunge	Akciğer	Polmoni	ปอด	Phổi
271	UPGRADE_LIFESTEAL	Teeth	Dents	牙齿	歯	이	牙齒	Зубы	Zęby	Dientes	Dentes	Zähne	Diş	Denti	ฟัน	Răng
272	UPGRADE_MELEE_DAMAGE	Forearms	Avant-bras	前臂	前腕	팔뚝	前臂	Предплечья	Przedramiona	Antebrazos	Antebraços	Unterarme	Bilek	Avambracci	ปลายแขน	cẳng tay
273	UPGRADE_PERCENT_DAMAGE	Triceps	Triceps	三头肌	三頭筋	삼두근	三頭肌	Трицепсы	Triceps	Tríceps	Tríceps	Trizeps	Triseps	Tricipiti	กล้ามแขนหลัง	Cơ tam đầu
274	UPGRADE_DODGE	Back	Dos	背	戻る	뒤로	背	Спина	Plecy	Espalda	Costas	Rücken	Sırt	Schiena	หลัง	Mặt sau
275	UPGRADE_ENGINEERING	Skull	Crâne	头骨	頭蓋骨	두개골	頭骨	Череп	Czaszka	Cabeza	Crânio	Schädel	Kafatası	Cranio	กระโหลก	hộp sọ
276	UPGRADE_RANGE	Eyes	Yeux	眼睛	目	눈	眼睛	Глаза	Oczy	Ojos	Olhos	Augen	Göz	Occhi	ตา	Mắt
277	UPGRADE_RANGED_DAMAGE	Shoulders	Épaules	肩膀	肩	어깨	肩膀	Плечи	Ramiona	Hombros	Ombros	Schultern	Omuz	Spalle	ไหล่	Đôi vai
278	UPGRADE_SPEED	Legs	Jambes	腿	足	다리	腿	Ноги	Nogi	Piernas	Pernas	Beine	Bacak	Gambe	ขา	chân
279	UPGRADE_ATTACK_SPEED	Reflexes	Réflexes	反应能力	反射神経	반사신경	反射	Рефлексы	Odruchy	Reflejos	Reflexos	Reflexe	Refleks	Riflessi	การตอบสนอง	năng lực đáp ứng
280	UPGRADE_HARVESTING	Hands	Mains	手	手	손	手	Кисти рук	Dłonie	Manos	Mãos	Hände	El	Mani	มือ	tay
281	ITEM_RIP_AND_TEAR	Rip and Tear	Déchirure	狂怒	切り裂き	립 앤드 티어	狂怒	Неистовство	Szarp i Niszcz	Desgaste	Rasgar e Estraçalhar	Zerfetzen	Parçalama	Lacerazione	ฉีกให้เป็นชิ้นๆ	giận dữ
282	ITEM_EYES_SURGERY	Eyes Surgery	Chirurgie des Yeux	眼部手术	目の手術	눈 수술	眼部手術	Глазная хирургия	Operacja Oczu	Cirugía ocular	Cirurgia Ocular	Augen-OP	Göz Ameliyatı	Chirurgia agli occhi	การผ่าตัดตา	Phẫu thuật mắt
283	ITEM_ACID	Acid	Acide	酸液	酸	산성	酸性	Кислота	Kwas	Ácido	Ácido	Säure	Asit	Acido	กรด	axit
284	ITEM_ALIEN_MAGIC	Alien Magic	Magie Extraterrestre	外星魔法	エイリアンマジック	외계 마법	異形魔法	Магия пришельцев	Magia Obcych	Magia alienígena	Magia Alienígena	Alienmagie	Uzaylı Büyüsü	Magia aliena	เอเลี่ยนเวทย์มนต์	ma thuật ngoài hành tinh
285	ITEM_BABY_ELEPHANT	Baby Elephant	Bébé Éléphant	象宝宝	子象	아기 코끼리	象寶寶	Слоненок	Słoniątko	Elefante bebé	Bebê Elefante	Elefantenbaby	Yavru Fil	Elefantino	ลูกช้าง	Voi con
286	ITEM_BABY_WITH_A_BEARD	Baby with a Beard	Bébé avec une Barbe	长胡子的婴儿	あごひげを生やした赤ん坊	수염 달린 아기	長鬍子的嬰兒	Бородатый ребенок	Brodaty Bobas	Bebé barbudo	Bebê com Barba	Baby mit Bart	Sakallı Bebek	Bebè barbuto	ทารกมีหนวด	Em bé có râu
287	ITEM_BANDANA	Bandana	Bandana	头巾	バンダナ	두건	頭巾	Бандана	Bandana	Bandana	Bandana	Bandana	Bandana	Bandana	ผ้าโพกหัว	khăn rằn
288	ITEM_BEANIE	Beanie	Bonnet	无檐小便帽	ビーニー帽	비니	無邊便帽	Шапочка	Czapka	Gorro de lana	Gorro	Mütze	Bere	Berretto	หมวกไหมพรม	cái mũ len
289	ITEM_BOILING_WATER	Boiling Water	Eau Bouillante	沸水	熱湯	끓는 물	滾水	Кипящая вода	Wrzątek	Agua hirviendo	Água Fervente	Kochendes Wasser	Kaynar Su	Acqua bollente	น้ำเดือด	Nước sôi
290	ITEM_BROKEN_MOUTH	Broken Mouth	Bouche Cassée	裂口	ブロークンマウス	깨진 입	大裂嘴	Сломанная челюсть	Krzywe Usta	Boca rota	Matraca Infernal	Ausgerenkter Kiefer	Yamuk Ağız	Bocca rotta	ปากแตก	vỡ mồm
291	ITEM_CYBERBALL	Cyberball	Cyberballe	赛博球	サイバーボール	사이버 볼	電子球	Кибершар	Cyberkula	Ciberbola	Bola Cibernética	Cyberball	Sibertop	Ciberpalla	ไซเบอร์บอล	Bóng điện tử
292	ITEM_CYCLOPS_WORM	Cyclops Worm	Ver Cyclope	独眼虫	サイクロプスワーム	외눈박이 벌레	獨眼蟲	Одноглазый червь	Robal-cyklop	Gusano cíclope	Verme Ciclope	Zyklopenwurm	Tepegöz Solucan	Verme ciclope	หนอนตาเดียว	giun Cyclops
293	ITEM_GLASSES	Glasses	Lunettes	眼镜	眼鏡	안경	眼鏡	Очки	Okulary	Gafas	Óculos	Brille	Gözlük	Occhiali	แว่นตา	Kính
294	ITEM_GOAT_SKULL	Goat Skull	Crâne de Chèvre	山羊头骨	山羊の頭蓋骨	염소 두개골	山羊頭骨	Козлиный череп	Kozia Czaszka	Calavera caprina	Crânio de Bode	Ziegenschädel	Keçi Kafatası	Teschio di capra	กะโหลกแพะ	sọ dê
295	ITEM_HELMET	Helmet	Casque	头盔	ヘルメット	헬멧	頭盔	Шлем	Hełm	Casco	Capacete	Helm	Kask	Elmo	หมวกเหล็ก	Mũ bảo hiểm
296	ITEM_INJECTION	Injection	Injection	注射剂	注射	주입	注射劑	Инъекция	Zastrzyk	Inyección	Injeção	Injektion	Enjeksiyon	Iniezione	เข็มยาแดง	Mũi tiêm
297	ITEM_INSANITY	Insanity	Folie	精神异常	愚	광기	精神異常	Безумие	Szaleństwo	Locura	Insanidade	Wahnsinn	Delilik	Follia	ความบ้าคลั่ง	Chứng điên cuồng
298	ITEM_LOST_DUCK	Lost Duck	Canard Perdu	失落鸭鸭	迷子のアヒル	길잃은 오리	失落鴨鴨	Потерянная уточка	Zgubiona Kaczuszka	Pato perdido	Pato Perdido	Verirrte Ente	Kayıp Ördek	Paperella perduta	เป็ดที่สูญหาย	con vịt bị lạc
299	ITEM_MASTERY	Mastery	Maîtrise	精湛技艺	マスター	통달	精湛技藝	Мастерство	Mistrzostwo	Maestría	Maestria	Beherrschung	Ustalık	Maestria	ความชำนาญ	kỹ năng tuyệt vời
300	ITEM_METAL_PLATE	Metal Plate	Plaque en Métal	金属板	金属板	철판	金屬板	Металлическая пластина	Metalowa Płytka	Placa de metal	Placa de Metal	Metallplatte	Metal Plaka	Piastra metallica	แผ่นโลหะ	tấm kim loại
301	ITEM_MUSHROOM	Mushroom	Champignon	蘑菇	キノコ	버섯	蘑菇	Гриб	Grzyb	Seta	Cogumelo	Pilz	Mantar	Fungo	เห็ด	Nấm
302	ITEM_MUTATION	Mutation	Mutation	异变	変異	돌연변이	異變	Мутация	Mutacja	Mutación	Mutação	Mutation	Mutasyon	Mutazione	การกลายพันธุ์	đột biến
303	ITEM_PLANT	Plant	Plante	植物	植物	식물	植物	Растение	Roślina	Planta	Planta	Pflanze	Bitki	Pianta	พืช	Thực vật
304	ITEM_PUMPKIN	Pumpkin	Citrouille	南瓜	カボチャ	호박	南瓜	Тыква	Dynia	Calabaza	Abóbora	Kürbis	Bal Kabağı	Zucca	ฟักทอง	Quả bí ngô
305	ITEM_SAD_TOMATO	Sad Tomato	Tomate Triste	悲伤的番茄	悲しみトマト	슬픈 토마토	傷心的番茄	Грустный помидор	Smutny Pomidor	Tomate triste	Tomate Triste	Traurige Tomate	Hüzünlü Domates	Pomodoro infelice	มะเขือเทศเศร้าใจ	cà chua buồn
306	ITEM_SCAR	Scar	Cicatrice	疤痕	傷	흉터	疤痕	Шрам	Blizna	Cicatriz	Cicatriz	Narbe	Yara	Cicatrice	บาดแผล	vết sẹo
307	ITEM_SCARED_SAUSAGE	Scared Sausage	Saucisse Effrayée	害怕的香肠	びくびくソーセージ	겁먹은 소시지	害怕的香腸	Испуганная колбаса	Przerażona Kiszka	Salchicha asustada	Salsicha Assustada	Panikwurst	Korkak Sosis	Salsiccia impaurita	ไส้กรอกขี้กลัว	xúc xích sợ hãi
308	ITEM_SNAKE	Snake	Serpent	蛇	ヘビ	뱀	蛇	Змея	Wąż	Serpiente	Cobra	Schlange	Yılan	Serpente	งู	Rắn
309	ITEM_SUNGLASSES	Sunglasses	Lunettes de Soleil	墨镜	サングラス	선글라스	墨鏡	Солнечные очки	Okulary Przeciwsłoneczne	Gafas de sol	Óculos Escuros	Sonnenbrille	Güneş Gözlüğü	Occhiali da sole	แว่นกันแดด	Kính râm
310	ITEM_TERRIFIED_ONION	Terrified Onion	Oignon Terrifié	惊恐的洋葱	ぶるぶる玉ネギ	겁먹은 양파	害怕的洋蔥	Лук в ужасе	Przestraszona Cebula	Cebolla aterrorizada	Cebola Apavorada	Furchtzwiebel	Ödlek Soğan	Cipolla atterrita	หัวหอมขี้ระแวง	hành tây kinh hoàng
311	ITEM_UGLY_TOOTH	Ugly Tooth	Dent Moche	丑牙	醜い歯	흉측한 이	醜牙	Уродливый зуб	Brzydki Ząb	Diente feo	Dente Horroroso	Hässlicher Zahn	Sevimsiz Diş	Dente orrendo	ฟันไม่สวย	răng xấu xí
312	ITEM_WARRIOR_HELMET	Warrior Helmet	Casque de Guerrier	士兵头盔	戦士ヘルメット	전사의 투구	士兵頭盔	Шлем воина	Hełm Wojownika	Casco guerrero	Capacete de Guerreiro	Kriegerhelm	Savaşçı Miğferi	Elmo da guerriero	หมวกนักรบ	Mũ bảo hiểm chiến binh
313	ITEM_WEIRD_FOOD	Weird Food	Nourriture Bizarre	奇怪的食物	奇妙な食べ物	괴상한 음식	奇怪的食物	Стремная пища	Dziwne Żarcie	Comida rara	Comida Estranha	Seltsames Essen	Tuhaf Yiyecek	Strano alimento	อาหารแปลกประหลาด	Đồ ăn kỳ lạ
314	ITEM_WISDOM	Wisdom	Sagesse	智慧	知恵	지혜	智慧	Мудрость	Mądrość	Sabiduría	Sabedoria	Weisheit	Bilgelik	Saggezza	ปัญญา	Trí tuệ
315	ITEM_HEAD_INJURY	Head Injury	Blessure à la Tête	头部创伤	頭部損傷	머리 부상	頭部受傷	Ранение в голову	Rana Głowy	Lesión craneal	Lesão na Cabeça	Kopfverletzung	Kafa Yaralanması	Trauma cranico	บาดเจ็บที่หัว	Chấn thương đầu
316	ITEM_BUTTERFLY	Butterfly	Papillon	蝴蝶	蝶	나비	蝴蝶	Бабочка	Motyl	Mariposa	Borboleta	Schmetterling	Kelebek	Farfalla	ผีเสื้อ	Bươm bướm
317	ITEM_CLAW_TREE	Claw Tree	Arbre de Griffes	利爪树	クローツリー	발톱 나무	爪子樹	Когтянка	Pazurowiec	Árbol de colorín	Garrárvore	Krallenbaum	Pençe Ağacı	Albero artigliato	ต้นเล็บ	Cây Móng Vuốt
318	ITEM_GENTLE_ALIEN	Gentle Alien	Extraterrestre Doux	外星绅士	優しいエイリアン	점잖은 외계인	溫和的異形	Вежливый пришелец	Łagodny Obcy	Alienígena majo	Alienígena Gentil	Liebes Alien	Zarif Uzaylı	Alieno amichevole	เอเลี่ยนแสนอ่อนโยน	Người ngoài hòa nhã
319	ITEM_LITTLE_MUSCLEY_DUDE	Little Muscley Dude	Petit Mec Musclé	肌肉小子	筋肉質な小男	작은 근육질의 친구	小小肌肉帥哥	Маленький качок	Mały Mięśniak	Tío cachas	Carinha Bombado	Kleiner Muskelprotz	Küçük Kaslı Herif	Omino muscoloso	เจ้าเล็กมีกล้าม	Chàng nhỏ mạnh mẽ
320	ITEM_ALIEN_WORM	Alien Worm	Ver Extraterrestre	异形虫	エイリアンワーム	외계 벌레	異形毛蟲	Инопланетный червь	Robal Obcych	Gusano alienígena	Verme Alienígena	Alienwurm	Uzaylı Solucan	Verme alieno	หนอนต่างดาว	Sâu ngoài hành tinh
321	ITEM_METAL_DETECTOR	Metal Detector	Détecteur de Métal	金属探测器	金属探知機	금속 탐지기	金屬探測器	Металлодетектор	Wykrywacz Metalu	Detector de metales	Detector de Metal	Metalldetektor	Metal Dedektörü	Metal detector	เครื่องตรวจจับโลหะ	Thiết bị dò kim loại
322	ITEM_TRIANGLE_OF_POWER	Triangle of Power	Triangle de Puissance	三角之力	トライアングル・オブ・パワー	힘의 삼각형	三角之力	Треугольник силы	Trójkąt Mocy	Triángulo de poder	Triângulo do Poder	Dreieck der Macht	Üçlü Güç	Triangolo del potere	สามเหลี่ยมแห่งอำนาจ	Tam giác sức mạnh
323	ITEM_CHARCOAL	Charcoal	Charbon	木炭	木炭	숯	木炭	Уголь	Węgiel	Carbón	Carvão	Holzkohle	Kömür	Carbone	ถ่านหิน	Than củi
324	ITEM_FUEL_TANK	Fuel Tank	Réservoir d’Essence	燃料箱	燃料タンク	연료 탱크	燃料箱	Топливный бак	Bak	Tanque de combustible	Tanque de Combustível	Benzintank	Yakıt Deposu	Bombola	ถังน้ำมัน	Bình nhiên liệu
325	ITEM_MISSILE	Missile	Missile	导弹	ミサイル	미사일	飛彈	Ракета	Rakieta	Misil	Míssil	Rakete	Füze	Missile	จรวด	Tên lửa
326	ITEM_SMALL_MAGAZINE	Small Magazine	Petit Chargeur	小型弹匣	小弾倉	작은 잡지	小本雜誌	Небольшой магазин	Mały Magazynek	Revista pequeña	Carregador Pequeno	Kleines Magazin	Küçük Magazin	Mini-caricatore	กล่องกระสุนเล็ก	Danh sách nhỏ
327	ITEM_HEDGEHOG	Hedgehog	Hérisson	刺猬	鉄条網	고슴도치	刺蝟	Ежик	Jeż	Puercoespín	Ouriço	Igel	Kirpi	Riccio	เม่นจิ๋ว	Nhím
328	ITEM_ENERGY_BRACELET	Energy Bracelet	Bracelet Énergétique	能量手环	エネルギーブレスレット	에너지 팔찌	能量手鐲	Силовой браслет	Bransoleta Energii	Brazalete de energía	Bracelete de Energia	Energiearmband	Enerji Bilekliği	Bracciale energetico	กำไลพลังงาน	Vòng đeo năng lượng
329	ITEM_WHEELBARROW	Wheelbarrow	Brouette	独轮车	手押し車	손수레	獨輪車	Тележка	Taczka	Carretilla	Carrinho de Mão	Schubkarre	El Arabası	Carriola	รถเข็น	Xe cút kít
330	ITEM_COFFEE	Coffee	Café	咖啡	コーヒー	커피	咖啡	Кофе	Kawa	Café	Café	Kaffee	Kahve	Caffè	กาแฟ	Cà phê
331	ITEM_DEFECTIVE_STEROIDS	Defective Steroids	Stéroïdes Défectueux	有缺陷的增强剂	不良ステロイド	불량 스테로이드	有缺陷的增強劑	Порченые стероиды	Podejrzane Sterydy	Esteroides defectuosos	Esteroides Defeituosos	Defekte Steroide	Defolu Steroitler	Steroidi difettosi	สเตียรอยด์บกพร่อง	Chất steroid lỗi
332	ITEM_BAG	Bag	Sac	背包	袋	가방	背包	Сумка	Torba	Bolsa	Sacola	Tasche	Çanta	Sacco	กระเป๋า	Túi
333	ITEM_ALIEN_BABY	Alien Baby	Bébé Extraterrestre	幼年异形	エイリアンベビー	외계인 아기	異形寶寶	Детеныш пришельца	Bobas Obcych	Alienígena bebé	Bebê Alienígena	Alienbaby	Uzaylı Bebek	Bebè alieno	ทารกต่างดาว	Đứa trẻ ngoài hành tinh
334	ITEM_FERTILIZER	Fertilizer	Engrais	肥料	肥料	비료	肥料	Удобрение	Nawóz	Abono	Fertilizante	Dünger	Gübre	Fertilizzante	ปุ๋ย	Phân bón
335	ITEM_CUTE_MONKEY	Cute Monkey	Singe Mignon	萌萌猴	かわいい猿	귀여운 원숭이	可愛猴子	Милая обезьяна	Urocza Małpka	Mono adorable	Macaco Fofinho	Niedlicher Affe	Şirin Maymun	Scimmietta	ลิงน่ารัก	Khỉ đáng yêu
336	ITEM_BAT	Bat	Chauve Souris	蝙蝠	コウモリ	박쥐	蝙蝠	Летучая мышь	Nietoperz	Murciélago	Morcego	Fledermaus	Yarasa	Pipistrello	ค้างคาว	Dơi
337	ITEM_BEAN_TEACHER	Bean Teacher	Professeur Haricot	豆老师	豆先生	콩 선생님	豆豆老師	Учитель Боб	Fasolowy Belfer	Profelubia	Professor Feijão	Bohnen-Sensei	Fasulye Öğretmen	Fagiolo sensei	อาจารย์ถั่ว	Giáo viên đậu
338	ITEM_GAMBLING_TOKEN	Gambling Token	Jeton	赌博筹码	ギャンブルトークン	갬블링 토큰	賭博代幣	Фишка	Żeton z Kasyna	Ficha de apuesta	Ficha de Aposta	Jeton	Kumar Çipi	Gettone	ชิปเดิมพัน	Jeton đánh bạc
339	ITEM_HUNTING_TROPHY	Hunting Trophy	Trophée de Chasse	狩猎战利品	狩りのトロフィー	사냥 전리품	狩獵獎盃	Охотничий трофей	Trofeum	Trofeo de caza	Troféu de Caça	Jagdtrophäe	Avcılık Kupası	Trofeo di caccia	ถ้วยรางวัลล่าสัตว์	Quà thưởng săn bắn
340	ITEM_LENS	Lens	Verre	镜片	レンズ	렌즈	鏡片	Линзы	Soczewka	Lente	Lente	Linse	Mercek	Lente	เลนส์	Kính hiển vi
341	ITEM_RICOCHET	Ricochet	Ricochet	跳弹	跳弾	돌탄	跳彈	Рикошет	Rykoszet	Rebote de bala	Ricochete	Querschläger	Sıçratıcı	Rimpallo	การชิ่งกระเด็นกระดอน	Phản xạ
342	ITEM_ALIEN_TONGUE	Alien Tongue	Langue Extraterrestre	异形之舌	エイリアンの舌	외계인 혀	異形的舌頭	Язык пришельца	Język Obcego	Lengua alienígena	Língua Alienígena	Alienzunge	Uzaylı Dili	Lingua aliena	ลิ้นต่างดาว	Lưỡi ngoài hành tinh
343	ITEM_PIGGY_BANK	Piggy Bank	Tirelire	猪猪存钱罐	貯金箱	돼지 저금통	小豬撲滿	Свинья-копилка	Świnka-skarbonka	Hucha de cerdo	Cofrinho	Sparschwein	Kumbara	Salvadanaio	กระปุกหมู	Hũ tiết kiệm đồng tiền
344	ITEM_STATUE	Statue	Statue	雕像	像	동상	雕像	Статуэтка	Pomnik	Estatua	Estátua	Statue	Heykel	Statua	รูปปั้น	Tượng
345	ITEM_SCOPE	Scope	Lunette de Visée	瞄准镜	照準器	범위	照準器	Прицел	Luneta	Mira	Mira	Zielfernrohr	Teleskop	Mirino	สโคป	Phạm vi
346	ITEM_GLASS_CANNON	Glass Cannon	Canon en Verre	玻璃大炮	ガラスの大砲	유리 대포	玻璃大砲	Стеклянная пушка	Szklane Działo	Cañón de cristal	Canhão de Vidro	Glaskanone	Cam Top	Cannone di vetro	ปืนใหญ่กระจก	Pháo đài thủy tinh
347	ITEM_ALIEN_EYES	Alien Eyes	Yeux Extraterrestres	异形眼球	エイリアンの目	외계인 눈	異形眼睛	Глаза пришельца	Oczy Obcego	Ojos alienígenas	Olhos Alienígenas	Alienaugen	Uzaylı Gözü	Occhi alieni	ตาต่างดาว	Mắt ngoài hành tinh
348	ITEM_BLOOD_DONATION	Blood Donation	Don de Sang	献血	献血	헌혈	捐血	Донорство крови	Oddana Krew	Donación de sangre	Doação Sanguínea	Blutspende	Kan Bağışı	Donazione di sangue	บริจาคเลือด	Hiến máu
349	ITEM_BOXING_GLOVE	Boxing Glove	Gant de Boxe	拳击手套	ボクシンググローブ	권투 글러브	拳擊手套	Боксерская перчатка	Rękawica Bokserska	Guante de boxeo	Luva de Boxe	Boxhandschuh	Boks Eldiveni	Guanto da boxe	นวม	Găng tay quyền Anh
