ID	unlock	type	dType	atkSpeed	value	hasGameplayMod	cd	damage	accuracy	critChance	critDamage	minRange	maxRange	knockback	effectScale	lifeSteal	isHealing	recoil	recoilDuration	nbProject	projectSpread	piercing	piercingDmg	bounce	bounceDmg	projectSpeed	increaseProjectSpeed	dealDmgReturn	attackType	per_melee	per_ranged_dmg	per_elemental	per_engineering	per_maxhp	per_armor	per_range	per_speed	per_attackspeed	per_lv	explosion_size	structure	capacity	fillingCd	fillingIcon
26152	0	1	2	1	39	0	4	4	0.75	0.01	1.5	0	400	0	0.2	0	0	10	0.05	1	0	0	0.5	0	0.5	3000	0		0	0	60	0	0	0	0	0	0	0	0		0	-1	0	
26153	0	1	2	1	74	0	4	5	0.8	0.01	1.5	0	400	0	0.2	0	0	10	0.05	1	0	0	0.5	0	0.5	3000	0		0	0	70	0	0	0	0	0	0	0	0		0	-1	0	
26154	0	1	2	1	149	0	3	8	0.85	0.01	1.5	0	400	0	0.2	0	0	10	0.05	1	0	0	0.5	0	0.5	3000	0		0	0	80	0	0	0	0	0	0	0	0		0	-1	0	
26163	1	1,6	2	1	115	0	120	50	1	0.2	3	0	800	30	1	0	0	40	0.2	1	0	0	0.5	0	0.5	3000	0		0	0	100	0	0	0	0	20	0	0	0		0	-1	0	
26164	1	1,6	2	1	245	0	120	80	1	0.2	4	0	1000	30	1	0	0	40	0.2	1	0	0	0.5	0	0.5	3000	0		0	0	100	0	0	0	0	30	0	0	0		0	-1	0	
26171	0	8,4	2	1	15	0	45	6	1	0.03	2	0	200	0	1	0	0	25	0.1	1	0	0	0.5	0	0.5	2000	0		0	0	0	80	0	0	0	0	0	0	0		0	-1	0	
26172	0	8,4	2	1	31	0	45	6	1	0.03	2	0	200	0	1	0	0	25	0.1	2	0.5	0	0.5	0	0.5	2000	0		0	0	0	70	0	0	0	0	0	0	0		0	-1	0	
26173	0	8,4	2	1	61	0	45	6	1	0.03	2	0	200	0	1	0	0	25	0.1	3	0.7	0	0.5	0	0.5	2000	0		0	0	0	60	0	0	0	0	0	0	0		0	-1	0	
26174	0	8,4	2	1	122	0	45	12	1	0.03	2	0	200	0	1	0	0	25	0.1	4	0.7	0	0.5	0	0.5	2000	0		0	0	0	50	0	0	0	0	0	0	0		0	-1	0	
26181	0	4	2	1	15	0	40	1	1	0	2	0	350	10	1	0	0	40	0.1	1	0	0	0.5	0	0.5	2000	0		0	0	0	50	0	0	0	0	0	0	0		0	-1	0	
26182	0	4	2	1	31	0	35	1	1	0	2	0	375	10	1	0	0	40	0.1	1	0	0	0.5	0	0.5	2000	0		0	0	0	65	0	0	0	0	0	0	0		0	-1	0	
26183	0	4	2	1	61	0	30	1	1	0	2	0	400	10	1	0	0	40	0.1	1	0	0	0.5	0	0.5	2000	0		0	0	0	80	0	0	0	0	0	0	0		0	-1	0	
26184	0	4	2	1	122	0	20	1	1	0	2	0	425	10	1	0	0	40	0.1	1	0	0	0.5	0	0.5	2000	0		0	0	0	100	0	0	0	0	0	0	0		0	-1	0	
26185	0		0		0		60	5	1	0.03	2	0	3000	0	0.1	0	0	25	0.1	1	0	0	0.5	0	0	3000	0		0	0	0	100	0	0	0	0	0	0	0		0	-1	0	
26186	0		0		0		60	8	1	0.03	2	0	3000	0	0.1	0	0	25	0.1	1	0	0	0.5	1	0	3000	0		0	0	0	100	0	0	0	0	0	0	0		0	-1	0	
26187	0		0		0		60	12	1	0.03	2	0	3000	0	0.1	0	0	25	0.1	1	0	0	0.5	2	0	3000	0		0	0	0	100	0	0	0	0	0	0	0		0	-1	0	
26188	0		0		0		60	15	1	0.03	2	0	3000	0	0.1	0	0	25	0.1	1	0	0	0.5	3	0	3000	0		0	0	0	100	0	0	0	0	0	0	0		0	-1	0	
26189	0		0		0		60	1	1	0.03	2	0	3000	0	0.1	0	0	25	0.1	3	0	0	0.5	0	0.5	3000	0		0	0	50	0	0	0	0	0	0	0	0		0	-1	0	
26190	0		0		0		60	1	1	0.03	2	0	3000	0	0.1	0	0	25	0.1	4	0	0	0.5	0	0.5	3000	0		0	0	50	0	0	0	0	0	0	0	0		0	-1	0	
26191	0		0		0		60	1	1	0.03	2	0	3000	0	0.1	0	0	25	0.1	5	0	0	0.5	0	0.5	3000	0		0	0	50	0	0	0	0	0	0	0	0		0	-1	0	
26192	0		0		0		60	1	1	0.03	2	0	3000	0	0.1	0	0	25	0.1	6	0	0	0.5	0	0.5	3000	0		0	0	50	0	0	0	0	0	0	0	0		0	-1	0	
26193	0		0		0		45	1	1	0.03	2	0	3000	0	1	0	0	25	0.1	2	0	0	0.5	0	0.5	2000	0		0	0	0	100	0	0	0	0	0	0	0		0	-1	0	
26194	0		0		0		45	1	1	0.03	2	0	3000	0	1	0	0	25	0.1	4	0	0	0.5	0	0.5	2000	0		0	0	0	100	0	0	0	0	0	0	0		0	-1	0	
26195	0		0		0		60	5	1	0.03	2	0	3000	0	1	0	0	25	0.1	5	0	0	0.5	0	0.5	3000	0		0	0	0	0	0	0	0	10	0	0	0		0	-1	0	
26196	0		0		0		60	5	1	0.03	2	0	3000	0	1	0	0	25	0.1	8	0	0	0.5	0	0.5	3000	0		0	0	0	0	0	0	0	15	0	0	0		0	-1	0	
26197	0		0		0		60	1	1	0	2	0	3000	0	1	0	0	25	0.1	6	0	0	0.5	0	0.5	500	0		0	0	0	0	0	50	0	0	0	0	0		0	-1	0	
26198	0		0		0		60	1	1	0.03	2	0	3000	0	1	0	0	25	0.1	1	0	0	0.5	0	0.5	3000	0		0	0	100	0	0	0	0	0	0	0	0		0	-1	0	
26199	0	8	1	1	15	0	35	10	1	0.03	1.25	0	150	2	1	0	0	25	0.1	0		0		0		0			0	50	0	0	0	0	0	0	0	0	0		1	-1	0	
26200	0	8	1	1	28	0	30	15	1	0.06	1.5	0	150	2	1	0	0	25	0.1	0		0		0		0			0	65	0	0	0	0	0	0	0	0	0		1	-1	0	
26201	0	8	1	1	52	0	25	20	1	0.09	1.75	0	150	2	1	0	0	25	0.1	0		0		0		0			0	80	0	0	0	0	0	0	0	0	0		1	-1	0	
26202	0	8	1	1	95	0	20	25	1	0.12	2	0	150	2	1	0	0	25	0.1	0		0		0		0			0	100	0	0	0	0	0	0	0	0	0		1	-1	0	
26203	0	1	2	1	20	0	14	15	0.9	0.03	2	0	450	15	1	0	0	25	0.1	1	0	0	0.5	0	0.5	3000	0		0	0	100	0	0	0	0	0	0	0	0		0	6	8	revolver_reloading
26204	0	1	2	1	34	0	13	20	0.9	0.03	2	0	450	15	1	0	0	25	0.1	1	0	0	0.5	0	0.5	3000	0		0	0	130	0	0	0	0	0	0	0	0		0	6	8	revolver_reloading
26205	0	1	2	1	70	0	12	25	0.9	0.03	2	0	450	15	1	0	0	25	0.1	1	0	0	0.5	0	0.5	3000	0		0	0	165	0	0	0	0	0	0	0	0		0	6	8	revolver_reloading
26206	0	1	2	1	130	0	11	40	0.9	0.03	2	0	450	15	1	0	0	25	0.1	1	0	0	0.5	0	0.5	3000	0		0	0	200	0	0	0	0	0	0	0	0		0	6	8	revolver_reloading
26207	0	13	1	1	18	0	55	25	1	0.03	2	0	250	0	1	0	0	25	0.1	0		0		0		0			0	50	0	0	0	0	0	0	30	0	0		0	-1	0	
26208	0	13	1	1	34	0	50	30	1	0.03	2	0	250	0	1	0	0	25	0.1	0		0		0		0			0	50	0	0	0	0	0	0	35	0	0		0	-1	0	
26209	0	13	1	1	68	0	45	35	1	0.03	2	0	250	0	1	0	0	25	0.1	0		0		0		0			0	50	0	0	0	0	0	0	40	0	0		0	-1	0	
26210	0	13	1	1	118	0	40	50	1	0.03	2	0	250	0	1	0	0	25	0.1	0		0		0		0			0	50	0	0	0	0	0	0	50	0	0		0	-1	0	
26251	1	5,6	1	1	15	0	13	5	1	0.1	2	0	150	2	1	0	0	25	0.1	0		0		0		0		0	1	50	0	0	0	0	0	0	0	15	0		0	-1	0	
26252	1	5,6	1	1	28	0	11	10	1	0.15	2.15	0	150	2	1	0	0	25	0.1	0		0		0		0		0	1	50	0	0	0	0	0	0	0	20	0		0	-1	0	
26253	1	5,6	1	1	55	0	8	15	1	0.2	2.3	0	150	2	1	0	0	25	0.1	0		0		0		0		0	1	50	0	0	0	0	0	0	0	25	0		0	-1	0	
26254	1	5,6	1	1	110	0	3	25	1	0.25	2.5	0	150	2	1	0	0	25	0.1	0		0		0		0		0	1	50	0	0	0	0	0	0	0	30	0		0	-1	0	
26264	0	15,6	1	1	250	0	1	10	1	0.5	2.5	0	100	1	1	0	0	0	0.01	0		0		0		0		0	1	100	0	0	100	0	0	0	0	0	0		0	-1	0	
26271	1	2,13	1	1	17	0	50	10	1	0.03	1.5	0	175	0	1	0	0	25	0.1	0		0		0		0		0	3	50	0	0	0	0	0	0	0	0	75		0	-1	0	
26272	1	2,13	1	1	34	0	40	15	1	0.03	1.5	0	175	0	1	0	0	25	0.1	0		0		0		0		0	3	65	0	0	0	0	0	0	0	0	85		0	-1	0	
26273	1	2,13	1	1	66	0	30	20	1	0.03	1.5	0	175	0	1	0	0	25	0.1	0		0		0		0		0	3	80	0	0	0	0	0	0	0	0	100		0	-1	0	
26274	1	2,13	1	1	130	0	20	30	1	0.03	1.5	0	175	0	1	0	0	25	0.1	0		0		0		0		0	3	100	0	0	0	0	0	0	0	0	125		0	-1	0	
26284	0	15,14	1	1	260	0	3	150	1	0.03	2	0	250	2	1	1	0	25	0.1	0		0		0		0		0	2	100	0	0	0	0	0	0	0	0	0		0	-1	0	
26294	0	15,1	2	1	270	0	1	3	0.8	0.03	2	0	500	5	1	0	0	3	0.02	3	0.3	1	0.5	0	0.5	3000	0		0	0	100	0	100	0	0	0	0	0	0		0	100	60	chain_gun_reloading
26304	0	15,3	2	1	300	0	1	10	0.75	0.1	3	0	500	5	0.1	0	0	3	0.02	1	0	3	0.5	0	0.5	3000	0		0	0	100	0	0	0	0	0	0	0	0		0	-1	0	
26314	1	15,12	1	1	260	0	3	200	1	0.1	2.5	0	200	5	1	0	0	25	0.1	0		0		0		0		0	3	200	0	0	0	200	0	0	0	0	0		0	-1	0	
